,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
2085,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,미추홀숲요양병원,28,요양병원,220000,인천,220001,인천미추홀구,용현동,22209,"인천광역시 미추홀구 한나루로 505, (용현동, 조흥빌딩 2층 ~6층)",032-873-0010,,20151111,4,0,0,0,2,0,0,0,0,2,0,0,0,0,126.6671895,37.4520249
2086,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,민트요양병원,28,요양병원,240000,광주,240003,광주서구,광천동,61914,"광주광역시 서구 죽봉대로 143, 이기람요양병원 지하1층-6층층 (광천동)",062-446-7777,,20181214,3,1,0,0,0,0,0,0,0,1,0,0,1,0,126.883557,35.1662401
2087,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,밀양요양병원,28,요양병원,380000,경남,380900,밀양시,용평동,50432,"경상남도 밀양시 용평로6길 8, (용평동)",055-355-5599,,20231110,5,0,0,0,3,0,0,0,0,2,0,0,0,0,128.7723623,35.4887365
2088,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,바로요양병원,28,요양병원,310000,경기,311901,고양덕양구,,10585,"경기도 고양시 덕양구 지축로 66, 청우스타시티 4~10층 (지축동)",02-6401-9988,,20230424,6,0,0,0,4,0,0,0,0,2,0,0,0,0,126.9153673,37.6494055
2089,JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,바른요양병원,28,요양병원,320000,강원,320400,원주시,판부면,0,"강원특별자치도 원주시 판부면 치악로 1139- ,",033-762-0100,http://www.wonjusilver.co.kr/,20031201,9,1,0,0,7,0,0,0,0,1,0,0,0,0,127.9908842,37.293156
2090,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,바른요양병원,28,요양병원,230000,대구,230002,대구동구,입석동,41153,"대구광역시 동구 해동로 119, 지하1,지상1~3층 (입석동)",053-721-7575,,20120928,6,0,0,0,3,0,0,0,0,3,0,0,0,0,128.6431954,35.8897321
2091,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,방어진마린요양병원,28,요양병원,260000,울산,260002,울산동구,방어동,44109,"울산광역시 동구 중진길 60, (방어동)",052-911-9988,,20160527,6,0,0,0,4,0,0,0,0,2,0,0,0,0,129.4246157,35.4827252
2092,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,백담의료재단 한울요양병원,28,요양병원,360000,전남,360008,담양군,창평면,57389,"전라남도 담양군 창평면 의병로 196, (창평면)",061-382-0800,,20140924,2,0,0,0,1,0,0,0,0,1,0,0,0,0,127.021178,35.240628
2093,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,백석요양병원,28,요양병원,340000,충남,340201,천안서북구,백석동,31159,"충청남도 천안시 서북구 백석5길 4, (백석동)",041-565-2300,http://www.bsrh.kr/,20101112,5,0,0,0,4,0,0,0,0,1,0,0,0,0,127.127605,36.8214172
2094,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,백세요양병원,28,요양병원,250000,대전,250005,대전중구,대흥동,34934,"대전광역시 중구 대종로 437-0, 백세병원",042-226-0101,,20161108,5,0,0,0,4,0,0,0,0,1,0,0,0,0,127.4283495,36.3238691
2095,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,백세요양병원,28,요양병원,240000,광주,240003,광주서구,양동,61926,"광주광역시 서구 천변좌로316번길 4, 1~5층 (양동)",062-712-2300,,20091231,6,0,0,0,4,0,0,0,0,1,0,0,1,0,126.908473,35.1495246
2096,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,백운요양병원,28,요양병원,220000,인천,220003,인천부평구,십정동,21405,"인천광역시 부평구 마장로 68, (십정동, K빌딩, 지하1층,지상1층(일부),지상2~8층)",032-504-0109,,20170621,4,0,0,0,3,0,0,0,0,1,0,0,0,0,126.7085621,37.4849232
2097,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,백운요양병원,28,요양병원,240000,광주,240005,광주남구,백운동,61660,"광주광역시 남구 독립로 8, (백운동)",062-681-0500,,20161219,7,1,0,0,4,0,0,0,0,2,0,0,0,0,126.9017719,35.1342926
2098,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,백재활요양병원,28,요양병원,360000,전남,360022,화순군,화순읍,58115,"전라남도 화순군 화순읍 대교로 147-10, (화순읍)",061-373-0500,100hospital.co.kr/,20120723,5,1,0,0,3,0,0,0,0,1,0,0,0,0,126.9966007,35.0638602
2099,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,범서사랑요양병원,28,요양병원,260000,울산,260100,울산울주군,범서읍,44924,"울산광역시 울주군 범서읍 구영로 94, 엠프라자 3,7,8층",052-211-9393,,20140227,5,0,0,0,3,0,0,0,0,2,0,0,0,0,129.241276,35.5741416
2100,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,베드로요양병원,28,요양병원,310000,경기,311700,시흥시,정왕동,15062,"경기도 시흥시 평안상가5길 19, 스마일요양병원 본관동 (정왕동)",031-484-2500,,20190214,7,0,0,0,6,0,0,0,0,1,0,0,0,0,126.7479472,37.3358394
2101,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,베스트안요양병원,28,요양병원,310000,경기,312001,용인기흥구,영덕동,16953,"경기도 용인시 기흥구 흥덕2로105번길 6, 6~9층 (영덕동, 흥덕U프라자)",031-216-2279,,20171023,5,0,0,0,4,0,0,0,0,1,0,0,0,0,127.0733687,37.2772841
2102,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,28,요양병원,310000,경기,312900,여주시,가남읍,12663,"경기도 여주시 가남읍 경충대로961번길 2-15, 2",031-884-8100,www.bestok.co.kr/,20090203,10,1,0,0,5,0,0,0,0,4,0,0,0,0,127.5612674,37.1817895
2103,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,베스트힐스요양병원,28,요양병원,310000,경기,311102,안산상록구,사동,15633,"경기도 안산시 상록구 선진안길 17, (사동, e-서울병원)",031-415-2300,,20061002,7,1,0,0,5,0,0,0,0,1,0,0,0,0,126.8440996,37.2813199
2104,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,벤조인요양병원,28,요양병원,250000,대전,250001,대전유성구,지족동,34077,"대전광역시 유성구 지족로364번길 19-0, 2층 (지족동)",042-823-1785,http://cafe.daum.net/firstinhuman,20130523,2,1,0,0,0,0,0,0,0,1,0,0,0,0,127.3179351,36.3861643
2105,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,벧엘요양병원,28,요양병원,350000,전북,350402,전주덕진구,금암동,54930,"전북특별자치도 전주시 덕진구 조경단로 77, (금암동)",063-255-5321,,20071025,5,0,0,0,4,0,0,0,0,1,0,0,0,0,127.1386393,35.8412628
2106,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,별내요양병원,28,요양병원,310000,경기,311500,남양주시,별내동,12113,"경기도 남양주시 별내2로 74, 5층,6층 (별내동, 별내동 JS타워)",031-567-5100,,20140228,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.1255536,37.6468963
2107,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,보궁요양병원,28,요양병원,360000,전남,360022,화순군,화순읍,58105,"전라남도 화순군 화순읍 서양로 372, (화순읍)",061-375-2900,,20161017,4,0,0,0,3,0,0,0,0,1,0,0,0,0,126.9996846,35.0647712
2108,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,보람요양병원,28,요양병원,210000,부산,210011,부산금정구,구서동,46229,"부산광역시 금정구 중앙대로 1961, (구서동)",051-514-0075,www.boram-hospital.co.kr/,20050518,2,0,0,0,2,0,0,0,0,0,0,0,0,0,129.0910825,35.2593923
2109,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,보령시립노인전문병원,28,요양병원,340000,충남,340400,보령시,청라면,33421,"충청남도 보령시 청라면 질재로 373, (청라면)",041-935-1166,,20091216,4,0,0,0,2,0,0,0,0,2,0,0,0,0,126.6086597,36.4060076
2110,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,보문효사랑요양병원,28,요양병원,110000,서울,110012,성북구,보문동7가,2859,"서울특별시 성북구 보문로 46, (보문동7가)",02-929-3355,,20060911,6,1,0,0,4,0,0,0,0,1,0,0,0,0,127.0227418,37.5797389
2111,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,보바스기념병원,28,요양병원,310000,경기,310403,성남분당구,금곡동,13552,"경기도 성남시 분당구 대왕판교로 155-7, (금곡동, 보바스기념병원)",1877-5661,http://www.bobath.co.kr,20020510,19,0,0,0,19,0,0,0,0,0,0,0,0,0,127.0982564,37.3559526
2112,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,보생요양병원,28,요양병원,210000,부산,210002,부산동구,범일동,48738,"부산광역시 동구 범일로 124, (범일동)",051-634-1121,,20100519,2,0,0,0,1,0,0,0,0,1,0,0,0,0,129.0596663,35.1409626
2113,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,보성군립 노인전문요양병원,28,요양병원,360000,전남,360010,보성군,벌교읍,59431,"전라남도 보성군 벌교읍 남하로 4-10, (벌교읍)",061-859-9000,www.bshospital.kr/,20070430,4,0,0,0,2,0,0,0,0,2,0,0,0,0,127.3450468,34.8335983
2114,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,28,요양병원,310000,경기,310302,부천오정구,원종동,14424,"경기도 부천시 오정구 소사로 742, 세라메디컬센터 지하1층일부,2층,3층일부,4~6층 (원종동)",032-683-0004,,20141217,7,0,0,0,4,0,0,0,0,3,0,0,0,0,126.8051268,37.5223103
2115,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,보성요양병원,28,요양병원,360000,전남,360010,보성군,벌교읍,59416,"전라남도 보성군 벌교읍 녹색로 4816-15, (벌교읍)",061-857-8800,,20131001,4,0,0,0,3,0,0,0,0,0,0,0,1,0,127.2727134,34.8338818
2116,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,보아스요양병원,28,요양병원,250000,대전,250003,대전서구,변동,35317,"대전광역시 서구 도산로 224, (변동)",042-537-2000,www.보아스요양병원.com,20150923,4,1,0,0,2,0,0,0,0,0,0,0,1,0,127.3811392,36.3277745
2117,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,복음요양병원,28,요양병원,380000,경남,380701,창원마산회원구,합성동,51356,"경상남도 창원시 마산회원구 3·15대로 850, 복음요양병원 (합성동)",055-291-7000,,20200519,4,0,0,0,2,0,0,0,0,2,0,0,0,0,128.589561,35.2454494
2118,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,복음요양병원,28,요양병원,260000,울산,260004,울산북구,신천동,44224,"울산광역시 북구 제내1길 6, (신천동)",052-268-7000,,20200601,5,0,0,0,3,0,0,0,0,2,0,0,0,0,129.3517503,35.6314515
2119,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,봄날요양병원,28,요양병원,220000,인천,220006,인천남동구,구월동,21588,"인천광역시 남동구 인주대로 806, (구월동)",032-464-9101,,20070503,7,1,0,0,5,0,0,0,0,1,0,0,0,0,126.7267574,37.4483636
2120,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,봄요양병원,28,요양병원,230000,대구,230100,대구달성군,다사읍,42906,"대구광역시 달성군 다사읍 달구벌대로109길 12-6, 1~4층",053-582-7777,,20190730,6,1,0,0,3,0,0,0,0,2,0,0,0,0,128.4403834,35.8529902
2121,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,봄요양병원,28,요양병원,370000,경북,370702,포항북구,장성동,37579,"경상북도 포항시 북구 법원로129번길 12-0, (장성동)",054-727-2233,,20170207,4,0,0,0,3,0,0,0,0,1,0,0,0,0,129.38508,36.087009
2122,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,봉화군립노인전문요양병원,28,요양병원,370000,경북,370007,봉화군,봉화읍,36239,"경상북도 봉화군 봉화읍 보밑길 9, (봉화읍)",054-674-0011,,20040701,4,0,0,0,2,0,0,0,0,2,0,0,0,0,128.7337524,36.8917569
2123,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,부곡요양병원,28,요양병원,210000,부산,210011,부산금정구,부곡동,46307,"부산광역시 금정구 부곡로 56, (부곡동)",051-512-6900,,20050928,4,0,0,0,2,0,0,0,0,2,0,0,0,0,129.0895673,35.2210799
2124,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,부림요양병원,28,요양병원,370000,경북,371000,경산시,와촌면,38421,"경상북도 경산시 와촌면 하양로 359, (와촌면)",053-853-1355,,20031226,4,0,0,0,3,0,0,0,0,1,0,0,0,0,128.84325,35.922993
2125,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,부모사랑요양병원,28,요양병원,250000,대전,250004,대전동구,성남동,34591,"대전광역시 동구 우암로 159, 159",042-631-0100,bumosarang.kr/,20120831,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.435061,36.3405966
2126,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,부부요양병원,28,요양병원,360000,전남,360300,목포시,석현동,58655,"전라남도 목포시 영산로 620-1,  (석현동)",061-989-9000,,20200114,11,0,0,0,7,0,0,0,0,4,0,0,0,0,126.4223942,34.8203878
2127,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,부산노인전문제2병원,28,요양병원,210000,부산,210013,부산연제구,거제동,47527,"부산광역시 연제구 월드컵대로 359, (거제동)",051-6072-0758,,20071019,5,0,0,0,4,0,0,0,0,1,0,0,0,0,129.0592351,35.1872822
2128,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,부산노인전문제3병원,28,요양병원,210000,부산,210009,부산해운대구,우동,48064,"부산광역시 해운대구 해운대로469번가길 77, (우동)",051-780-5555,www.busangh.com/,20121002,7,0,0,0,4,0,0,0,0,3,0,0,0,0,129.1473694,35.1682538
2129,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,부산노인전문제4병원,28,요양병원,210000,부산,210010,부산사하구,하단동,49415,"부산광역시 사하구 동매로44번길 4, (하단동)",202-1370,,20140901,6,0,0,0,4,0,0,0,0,2,0,0,0,0,128.9631132,35.102443
2130,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,부산시노인전문제1병원,28,요양병원,210000,부산,210005,부산북구,만덕동,46591,"부산광역시 북구 함박봉로 98, (만덕동)",051-342-7272,http://www.busangh.co.kr,20050124,4,0,0,0,3,0,0,0,0,1,0,0,0,0,129.0281998,35.2061222
2131,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,부안군노인요양병원,28,요양병원,350000,전북,350005,부안군,부안읍,56318,"전북특별자치도 부안군 부안읍 봉두길 68, (부안읍)",063-581-9116,,20070903,2,0,0,0,1,0,0,0,0,1,0,0,0,0,126.7450798,35.7159971
2132,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,부안효요양병원,28,요양병원,350000,전북,350005,부안군,행안면,56303,"전북특별자치도 부안군 행안면 염소로 25, 25",063-580-7100,,20070405,6,1,0,0,4,0,0,0,0,1,0,0,0,0,126.721325,35.7306346
2133,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,부여노인전문병원,28,요양병원,340000,충남,340007,부여군,규암면,33121,"충청남도 부여군 규암면 반산로 39, (규암면)",041-836-1985,,19981111,6,1,0,0,3,0,0,0,0,2,0,0,0,0,126.8692814,36.2755975
2134,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,부여효요양병원,28,요양병원,340000,충남,340007,부여군,초촌면,33173,"충청남도 부여군 초촌면 소호로 71, (초촌면)",041-834-5114,http://buyeohyo.co.kr,20071228,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.0492036,36.2657181
2135,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,부천미소요양병원,28,요양병원,310000,경기,310303,부천원미구,중동,14547,"경기도 부천시 원미구 석천로178번길 18, (중동)",032-325-7911,,20100106,7,0,0,0,5,0,0,0,0,2,0,0,0,0,126.7637163,37.5029776
2136,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz,부천삼성요양병원,28,요양병원,310000,경기,310303,부천원미구,심곡동,14643,"경기도 부천시 원미구 부일로 522, 1층~8층 (심곡동, 일죽스포렉스빌딩)",032-721-7577,,20170102,7,1,0,0,4,0,0,0,0,2,0,0,0,0,126.7879553,37.484908
2137,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천시립노인전문병원,28,요양병원,310000,경기,310302,부천오정구,작동,14478,"경기도 부천시 오정구 까치로 26, (작동)",032-713-7300,,20100310,7,0,0,0,7,0,0,0,0,0,0,0,0,0,126.8083768,37.50918
2138,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,부천요양병원,28,요양병원,310000,경기,310303,부천원미구,중동,14534,"경기도 부천시 원미구 길주로 321, (중동)",032-1588-2890,,20090701,8,1,0,0,6,0,0,0,0,1,0,0,0,0,126.7785692,37.5032389
2139,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,부평세연요양병원,28,요양병원,220000,인천,220003,인천부평구,부평동,21360,"인천광역시 부평구 부흥로 329-329, 7층 (부평동, 로얄프라자)",032-505-5114,http://www.syhosp.com,20100608,4,1,0,0,2,0,0,0,0,1,0,0,0,0,126.7286094,37.4985618
2140,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,북면이화요양병원,28,요양병원,380000,경남,380704,창원의창구,북면,51103,"경상남도 창원시 의창구 북면 천주로 1092, (북면)",055-293-3311,,20150601,5,1,0,0,3,0,0,0,0,1,0,0,0,0,128.6082139,35.3480052
2141,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,북서울요양병원,28,요양병원,110000,서울,110024,강북구,번동,1058,"서울특별시 강북구 한천로 1002, 북서울요양병원 (번동)",02-900-7006,,20161212,5,0,0,0,3,0,0,0,0,2,0,0,0,0,127.0300388,37.6381372
2142,JDU4MTI3MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,분당센트럴요양병원,28,요양병원,310000,경기,310403,성남분당구,이매동,13568,"경기도 성남시 분당구 양현로94번길 17, 지1층~5층 (이매동)",031-706-9090,,20171110,7,0,0,0,4,0,0,0,0,3,0,0,0,0,127.1260479,37.3912904
2143,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,28,요양병원,310000,경기,310403,성남분당구,야탑동,13521,"경기도 성남시 분당구 판교로 473, 2,3,4,6층 (야탑동, ROOKIE 1129)",703-7500,,20150206,2,0,0,0,1,0,0,0,0,1,0,0,0,0,127.1264483,37.405734
2144,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,분당연세요양병원,28,요양병원,310000,경기,310403,성남분당구,야탑동,13381,"경기도 성남시 분당구 양현로375번길 31, 지하1층,1,2,3층 (야탑동)",031-703-0888,,20090105,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.1209028,37.4160778
2145,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,브니엘노인전문병원,28,요양병원,310000,경기,310009,양평군,용문면,12512,"경기도 양평군 용문면 중원산로490번길 30, (용문면)",031-773-3581,,20060217,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.6201714,37.5440078
2146,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,비에스(BS)요양병원,28,요양병원,370000,경북,370010,성주군,선남면,40046,"경상북도 성주군 선남면 운용로 1543-107, (선남면)",054-982-9988,,20171213,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.3550373,35.8806475
2147,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,비오람요양병원,28,요양병원,310000,경기,311500,남양주시,진접읍,12062,"경기도 남양주시 진접읍 해밀예당2로 217-38, (진접읍)",574-1100,,20170306,3,2,0,0,0,0,0,0,0,1,0,0,0,0,127.2106731,37.7211543
2148,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,비오메드요양병원,28,요양병원,360000,전남,360022,화순군,도곡면,58148,"전라남도 화순군 도곡면 온천1길 59-0, 비오메드요양병원",061-870-7575,,20240102,2,1,0,0,0,0,0,0,0,1,0,0,0,0,126.90213,35.0297286
2149,JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,빛고을요양병원,28,요양병원,240000,광주,240002,광주북구,유동,61245,"광주광역시 북구 태봉로 46, 1～7층 (유동)",062-571-7000,,20150713,5,0,0,0,4,0,0,0,0,1,0,0,0,0,126.9044686,35.1615202
